G0	G1	G2	G3	G4	G5	G6	G7	G8	
0.714228229508	0.624904285714	0.460799285714	0.0460553333333	0.383370952381	0.467809565217	0.66259	0.590254411765	0.3367475	
0.425191245902	0.438171428571	0.460799285714	0.308597333333	0.294422857143	0.42907173913	0.5675375	0.413277941176	0.33318375	
0.189288491803	0.495732857143	0.361985	0.045072	0.424082857143	0.449557391304	0.2764225	0.444055882353	0.35743875	
0.413711672131	0.487667142857	0.460537857143	0.183344	0.325378571429	0.379158695652	0.5648275	0.436688529412	0.29978625	
0.690411409836	0.622294285714	0.460799285714	0.10054	0.4103	0.467809565217	0.6656525	0.574502058824	0.3367475	
0.474189016393	0.624598571429	0.426760714286	0.055856	0.408066666667	0.460814782609	0.4938875	0.569269705882	0.33895	
0.68285895082	0.623462857143	0.436384285714	0.240102666667	0.353774285714	0.378947391304	0.6076675	0.578532941176	0.3472425	
0.705543868852	0.627235714286	0.482548571429	0.240102666667	0.372159047619	0.37798173913	0.604605	0.582290588235	0.3563875	
0.698771901639	0.627235714286	0.482548571429	0.240102666667	0.372845714286	0.379131304348	0.60640375	0.585635588235	0.3563875	
0.714899868852	0.592927142857	0.460799285714	0.0460553333333	0.399853809524	0.468057391304	0.60746	0.593140588235	0.3367475	
0.689058655738	0.523808571429	0.460575714286	0.0718493333333	0.399853809524	0.393343043478	0.6656525	0.571738529412	0.293895	
0.432567180328	0.456142857143	0.460799285714	0.309325333333	0.294827619048	0.42056173913	0.56925	0.416925294118	0.33318375	
0.717015180328	0.627065714286	0.460799285714	0.0458226666667	0.398052380952	0.448943478261	0.6627875	0.588397352941	0.3367475	
0.68584495082	0.533674285714	0.460799285714	0.0460553333333	0.387637619048	0.459670434783	0.65314125	0.592886470588	0.332145	
0.682847770492	0.533778571429	0.485537142857	0.0718493333333	0.38352952381	0.338544782609	0.6203925	0.576529705882	0.3105175	
0.646753278689	0.574492857143	0.459091428571	0.283685333333	0.388083809524	0.411997826087	0.64952625	0.564201176471	0.29611	
0.718775180328	0.62446	0.460799285714	0.0460553333333	0.393340952381	0.468804782609	0.66259	0.591171176471	0.3367475	
0.686289901639	0.627167142857	0.460782857143	0.10054	0.40976952381	0.469151304348	0.64821875	0.593867647059	0.3367475	
0.027560557377	0.653428571429	0.452112857143	0.0630813333333	0.38161047619	0.45275826087	0.07766125	0.531783823529	0.2713425	
0.711364098361	0.62446	0.460799285714	0.0460553333333	0.398653809524	0.468587826087	0.66259	0.591171176471	0.33229375	
0.694638065574	0.627065714286	0.481043571429	0.240102666667	0.371557619048	0.378947391304	0.6076675	0.581158235294	0.3563875	
0.208795836066	0.603487142857	0.360058571429	0.046564	0.454081428571	0.485572173913	0.318375	0.47686	0.30138625	
0.717569540984	0.627235714286	0.460799285714	0.0460553333333	0.399828095238	0.467627391304	0.6656275	0.593140588235	0.3367475	
0.715740918033	0.627235714286	0.460799285714	0.0460553333333	0.399410952381	0.468057391304	0.6656525	0.593140588235	0.27571375	
0.718604032787	0.627235714286	0.460799285714	0.0460553333333	0.399853809524	0.468013043478	0.6655375	0.593625294118	0.3367475	
0.678022655738	0.635667142857	0.460799285714	0.0768753333333	0.407603809524	0.461135217391	0.6625475	0.567407647059	0.27144	
0.71773295082	0.619671428571	0.460759285714	0.0460553333333	0.391085238095	0.467809565217	0.66497625	0.589781470588	0.3367475	
0.720237213115	0.62446	0.46082	0.0460553333333	0.398653809524	0.468804782609	0.66259	0.590254411765	0.3367475	
0.684553934426	0.533717142857	0.485537142857	0.0718493333333	0.383606190476	0.338544782609	0.61788875	0.575825882353	0.3108475	
0.686270688525	0.533778571429	0.4855	0.0718493333333	0.383606190476	0.338544782609	0.6204575	0.576431764706	0.31085	
0.693806754098	0.627235714286	0.481914285714	0.0460553333333	0.383606190476	0.41706826087	0.61637375	0.578540588235	0.3563875	
0.63547642623	0.584404285714	0.460799285714	0.247914666667	0.352503333333	0.430474782609	0.50665375	0.570803235294	0.3367475	
0.709666852459	0.627235714286	0.460799285714	0.0460553333333	0.399826666667	0.466647391304	0.663215	0.574540882353	0.3367475	
0.716656032787	0.61686	0.46082	0.0460553333333	0.391294761905	0.468955652174	0.6656525	0.583982058824	0.33674625	
0.703107934426	0.626634285714	0.460799285714	0.0460553333333	0.394711904762	0.468804782609	0.66259	0.588754705882	0.3367475	
0.712841803279	0.555817142857	0.460799285714	0.0460553333333	0.399833333333	0.467766086957	0.66016	0.568371764706	0.3367475	
0.695633540984	0.628952857143	0.481855714286	0.240102666667	0.371517619048	0.378713043478	0.604605	0.582275294118	0.3563875	
0.717705442623	0.62446	0.460799285714	0.0460553333333	0.383754761905	0.467766086957	0.6656525	0.592285882353	0.3367475	
0.642702688525	0.526485714286	0.481043571429	0.219841333333	0.372491428571	0.297870434783	0.6076675	0.559225	0.31071375	
0.720588098361	0.62485	0.460799285714	0.0460553333333	0.384040952381	0.467809565217	0.61258375	0.592440882353	0.3367475	
0.432488754098	0.560218571429	0.463269285714	0.225207333333	0.389694761905	0.34920173913	0.51575375	0.531691470588	0.36235125	
0.694990885246	0.627235714286	0.388362857143	0.0460553333333	0.334677619048	0.368395652174	0.66564125	0.571703823529	0.341935	
0.712670131148	0.62446	0.460799285714	0.0460553333333	0.398653809524	0.468804782609	0.660085	0.590168823529	0.3367475	
0.0716608196721	0.209335714286	0.0635885714286	0.0310146666667	0.100624285714	0.192961304348	0.16111	0.158915	0.2206775	
0.195291213115	0.299618571429	0.0991064285714	0.228304666667	0.0810804761905	0.146956086957	0.34759125	0.127670588235	0.1970525	
0.670203278689	0.619874285714	0.481043571429	0.161034	0.365416666667	0.378947391304	0.6076675	0.581910882353	0.3563875	
0.692833016393	0.627065714286	0.481043571429	0.240102666667	0.371557619048	0.378947391304	0.6076675	0.582290588235	0.3563875	
0.461045836066	0.561044285714	0.484779285714	0.225658	0.414565714286	0.363422173913	0.447765	0.528364117647	0.38320875	
0.0	0.0	0.0	0.002468	0.0	0.0	0.0	0.0	0.29387625	
0.66412052459	0.571688571429	0.460661428571	0.089638	0.415136666667	0.464317391304	0.647225	0.540990294118	0.2903	
0.190111704918	0.604801428571	0.360412857143	0.159989333333	0.407841428571	0.424755217391	0.2696125	0.474603529412	0.3187425	
0.717405770492	0.627235714286	0.460799285714	0.0460553333333	0.400635714286	0.468855652174	0.6656525	0.596575882353	0.33930625	
0.68151252459	0.633958571429	0.460799285714	0.089638	0.399853809524	0.461135217391	0.66268	0.566599117647	0.293425	
0.165057377049	0.411652857143	0.371197857143	0.206072	0.407868571429	0.325772173913	0.319835	0.426728823529	0.22669	
0.71534747541	0.62446	0.460799285714	0.0460553333333	0.398653809524	0.468809130435	0.66259	0.590254411765	0.3367475	
0.702627245902	0.62446	0.460799285714	0.240102666667	0.386104285714	0.43048173913	0.6498	0.590182941176	0.3367475	
0.71893852459	0.634405714286	0.460799285714	0.0460553333333	0.406435238095	0.468804782609	0.66259	0.590217941176	0.3367475	
0.699670098361	0.626657142857	0.468182857143	0.0460553333333	0.385164285714	0.415510869565	0.6204575	0.588298529412	0.34564375	
0.711573737705	0.62446	0.460799285714	0.0460553333333	0.390009047619	0.468804782609	0.66259	0.589781764706	0.3367475	
0.704956	0.628908571429	0.460546428571	0.0460553333333	0.399003333333	0.470669130435	0.66129375	0.597587058824	0.3394325	
0.690779606557	0.627065714286	0.483187857143	0.240102666667	0.365521904762	0.377580869565	0.60699125	0.579494411765	0.3517575	
0.683808196721	0.627235714286	0.460791428571	0.07064	0.369394285714	0.421927391304	0.54025625	0.593140588235	0.3367475	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47256625	
0.000450754098361	0.00177	0.00258642857143	0.0	0.000170952380952	0.00164565217391	0.0051825	0.000346470588235	0.00012875	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73028	
0.0	0.0	0.0	0.0549646666667	0.0	0.0	0.0	0.0	0.754365	
0.000103573770492	0.000131428571429	0.00177071428571	2.13333333333e-05	0.0	0.000377391304348	0.00121125	0.000196176470588	7.75e-05	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24638875	
0.000121606557377	0.00011	0.00151785714286	0.00194533333333	0.0	0.000591739130435	0.00044125	0.000289411764706	0.00013375	
0.00309268852459	0.0	0.155795	0.043548	0.0	0.108211304348	0.3298775	0.0149844117647	0.0257975	
0.0	0.619835714286	0.301834285714	0.051546	0.676608571429	0.686076956522	0.0	0.567163235294	0.405065	
8.85245901639e-07	0.0167285714286	0.00192714285714	0.00199266666667	0.000730476190476	0.00210086956522	0.00161625	0.000565882352941	0.000105	
0.00765039344262	0.0	0.166166428571	0.0929673333333	0.0	0.117836956522	0.3818525	0.0149617647059	0.03190625	
0.699514721311	0.585015714286	0.457355714286	0.0460553333333	0.384412857143	0.468057391304	0.6656525	0.585215588235	0.3367475	
0.00656619672131	0.172361428571	0.614107142857	0.0664573333333	0.0	0.456105217391	0.54041125	0.0175611764706	0.23492625	
0.572226491803	0.571688571429	0.437917142857	0.0649253333333	0.303444761905	0.29912	0.51419875	0.460335588235	0.2540625	
0.000527049180328	0.201022857143	0.149378571429	0.0463226666667	0.157515714286	0.284226086957	0.0	0.0863817647059	0.165845	
0.67148157377	0.533094285714	0.466382142857	0.259836	0.316672380952	0.234596956522	0.56386375	0.577824411765	0.3969925	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73593375	
0.0	0.0	0.0	0.0549646666667	0.0	0.0	0.0	0.0	0.754345	
0.00464370491803	0.0	0.173783571429	0.143104666667	0.0	0.124388695652	0.40101375	0.0159126470588	0.03527125	
0.0	0.0	0.0	0.0162273333333	0.0	0.0	0.0	0.0	0.32413375	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46809125	
0.00060206557377	0.285612857143	0.539298571429	0.0391326666667	0.0	0.414833478261	0.69393625	0.0175558823529	0.2368025	
0.00935009836066	0.0450285714286	0.0694771428571	0.0788633333333	0.0	0.119294347826	0.16282875	0.0	0.0324375	
0.679837508197	0.613698571429	0.460799285714	0.0460553333333	0.398653809524	0.464935217391	0.648215	0.581033823529	0.3367475	
0.0	8e-05	0.00566285714286	0.0	0.00145904761905	0.00261565217391	0.000325	0.000895294117647	0.00071125	
0.00504190163934	0.30133	0.655701428571	0.0646566666667	0.348639047619	0.326612173913	5.375e-05	0.473626470588	0.37711375	
0.0	0.0	0.000808571428571	0.0	0.0	0.000408260869565	0.0003825	0.0	4.625e-05	
0.0102140983607	0.0450285714286	0.0694771428571	0.0788633333333	0.0	0.119294347826	0.16282875	0.0	0.0324375	
4.49508196721e-05	0.0	0.00147142857143	0.0	0.0	0.00023	0.00065	3.02941176471e-05	8.75e-05	
0.0	0.713421428571	0.465601428571	0.051546	0.696837619048	0.684552608696	0.0	0.605408529412	0.405135	
0.482284098361	0.298181428571	0.323141428571	0.095056	0.369704761905	0.339996086957	0.41487125	0.459720294118	0.32723625	
0.0	0.49253	0.218826428571	0.02627	0.0	0.470204782609	0.53838125	0.0	0.19328875	
0.378137508197	0.551297142857	0.426622857143	0.196968666667	0.38583	0.421323913043	0.50902875	0.471218235294	0.32403625	
0.0	0.0	0.0	1.33333333333e-06	0.0	5.82608695652e-05	0.0	0.000237647058824	0.47375625	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73590625	
0.00202252459016	0.6937	0.299351428571	0.0487486666667	0.57996952381	0.446443478261	0.0	0.507401176471	0.35722625	
0.00921790163934	0.0447457142857	0.0712507142857	0.080648	0.0	0.122127391304	0.165915	0.0	0.03455625	
0.0115780655738	0.0464628571429	0.172675	0.07972	0.0	0.105546086957	0.316405	0.0159414705882	0.03539375	
0.0	0.0	0.0	0.00246866666667	0.0	0.00473391304348	0.0	0.0	0.2164125	
0.0	0.0	0.0	0.00246866666667	0.0	0.00473391304348	0.0	0.0	0.23410625	
2.62295081967e-07	0.0	0.0	0.0	0.0	5.30434782609e-05	0.0	0.0	0.00046625	
0.0	0.0	0.0	0.00246866666667	0.0	0.00473391304348	0.0	0.0	0.23501	
0.00138557377049	0.155348571429	0.331789285714	0.0391326666667	0.0	0.567113913043	0.48815375	0.0175611764706	0.28651125	
