G0	G1	G2	G3	G4	G5	G6	G7	G8	
0.247724615385	0.634623730159	0.171974626866	0.593935134228	0.0	0.338135342466	0.145515180723	0.661720616438	0.580142758621	
0.237679230769	0.637459603175	0.163847761194	0.590359563758	0.0	0.346900547945	0.134560120482	0.65138760274	0.575092413793	
0.247818205128	0.637602539683	0.162984179104	0.592153255034	0.0	0.334506849315	0.160264096386	0.655644383562	0.575092413793	
0.247848974359	0.636984285714	0.174661044776	0.595563708054	0.0	0.342511643836	0.142572771084	0.662540684932	0.577553793103	
0.247887692308	0.632864206349	0.168365074627	0.588449144295	0.0	0.346253150685	0.143045180723	0.658226506849	0.580142758621	
0.250885641026	0.623170873016	0.172803134328	0.595367265101	0.0	0.344664383562	0.142051927711	0.661293287671	0.575135172414	
0.332244358974	0.631654206349	0.221098358209	0.594742483221	0.0	0.199445479452	0.143137228916	0.656173150685	0.532791034483	
0.548582051282	0.641010396825	0.240928208955	0.599854815436	0.0	0.0577552054795	0.155161807229	0.667225958904	0.469439655172	
0.530365641026	0.637621190476	0.241050149254	0.599971493289	0.0	0.0577552054795	0.167809156627	0.659399109589	0.469439655172	
0.564454358974	0.549269920635	0.234620298507	0.590843942953	0.0	0.186753150685	0.184559518072	0.656200547945	0.407595862069	
0.332188205128	0.638177460317	0.21735119403	0.590051258389	0.0	0.247018630137	0.139244939759	0.654905547945	0.551964482759	
0.247838974359	0.64103531746	0.16835761194	0.592980637584	0.0	0.348599589041	0.151103493976	0.662609041096	0.575092413793	
0.528917948718	0.628253174603	0.223893283582	0.591634765101	0.0	0.0982109589041	0.161503012048	0.656589863014	0.413176551724	
0.209802820513	0.619197777778	0.175401343284	0.561589395973	0.0	0.313734109589	0.168414939759	0.644017328767	0.555287586207	
0.349473076923	0.625682539683	0.222022537313	0.591586409396	0.0	0.232211369863	0.143748433735	0.654455479452	0.555801034483	
0.23034	0.604401349206	0.168784179104	0.567798590604	0.0	0.306718767123	0.16750060241	0.652015273973	0.555425862069	
0.248068717949	0.633651031746	0.166281343284	0.589670151007	0.0	0.333507534247	0.147063253012	0.661643424658	0.580142758621	
0.295172051282	0.539539365079	0.202465820896	0.561565369128	0.0	0.48647630137	0.147082048193	0.650200890411	0.428379310345	
0.215902307692	0.0536020634921	0.411637164179	0.483369043624	0.0	0.102669178082	0.174532168675	0.210927260274	0.322279655172	
0.230332820513	0.629775	0.166141044776	0.593651744966	0.0	0.372899589041	0.150584337349	0.657418493151	0.580142758621	
0.351334102564	0.634152777778	0.222576268657	0.596903204698	0.0	0.21642890411	0.132949518072	0.662258767123	0.536964482759	
0.349085128205	0.554570634921	0.23328	0.59037216443	0.0	0.281731232877	0.149168313253	0.654637739726	0.503796896552	
0.556633846154	0.551445555556	0.240979701493	0.594946040268	0.0	0.196206986301	0.156645301205	0.664762328767	0.407583793103	
0.531188974359	0.553034603175	0.239703283582	0.594893389262	0.0	0.196226027397	0.168206024096	0.663897534247	0.40775137931	
0.552904615385	0.555637222222	0.240747462687	0.598117248322	0.0	0.196206986301	0.160569759036	0.664745273973	0.407583793103	
